mnist,500,0.377491950989,0.397027015686,1.05174961915
mnist,1000,0.381515979767,0.432238101959,1.13294887995
mnist,1500,0.419966936111,0.456268072128,1.08643808094
mnist,2000,0.455456018448,0.471645832062,1.035546382
mnist,2500,0.511190891266,0.524614095688,1.0262586925
mnist,3000,0.605767011642,0.619573116302,1.02279111341
mnist,3500,0.670537948608,0.681549072266,1.0164213281
mnist,4000,0.740389823914,0.757262945175,1.02278950995
mnist,4500,0.816532850266,0.821220159531,1.00574050299
mnist,5000,0.886604070663,0.905326843262,1.02111739977
mnist,5500,0.960050821304,0.96873497963,1.0090455194
mnist,6000,1.03332495689,1.03247117996,0.999173757562
mnist,6500,1.09718894958,1.10301589966,1.00531079909
mnist,7000,1.1742811203,1.16085600853,0.98856737834
mnist,7500,1.25365805626,1.24604511261,0.993927416163
mnist,8000,1.32975196838,1.32602906227,0.997200300356
mnist,8500,1.46938800812,1.47025799751,1.00059207601
mnist,9000,1.56944417953,1.56069779396,0.994427080817
mnist,9500,1.64648485184,1.66028785706,1.00838331747
mnist,10000,1.86361718178,1.76063990593,0.944743332024
mnist,10500,1.91026496887,1.88043904305,0.984386498044
mnist,11000,1.96805095673,1.99897193909,1.01571147447
mnist,11500,1.99459481239,2.12878203392,1.06727542892
mnist,12000,2.06682610512,2.30188107491,1.1137275019
mnist,12500,2.13998103142,2.46792507172,1.15324623699
mnist,13000,2.21186804771,2.70475506783,1.22283744305
mnist,13500,2.28233289719,2.89847397804,1.26996109184
mnist,14000,2.34746694565,3.1339328289,1.33502745788
mnist,14500,2.42138385773,3.42224407196,1.41334223446
mnist,15000,2.48607611656,3.73978209496,1.50429106737
mnist,15500,2.54734492302,4.11718297005,1.61626442216
mnist,16000,2.60891699791,4.42154717445,1.69478261593
mnist,16500,2.72585892677,4.85532402992,1.78120884475
mnist,17000,2.82842803001,5.29795694351,1.87311004109
mnist,17500,2.89571094513,5.73209285736,1.97951141049
mnist,18000,2.96589612961,6.26533198357,2.11245832955
mnist,18500,3.04764413834,6.62189388275,2.17279104192
mnist,19000,3.14059615135,7.05078196526,2.24504572555
mnist,19500,3.28110194206,7.5350151062,2.29648917932
mnist,20000,3.34817290306,8.03582406044,2.40006244991
mnist,20500,3.4199950695,8.87750387192,2.59576510828
mnist,21000,3.49416089058,9.0261721611,2.58321595478
mnist,21500,3.54783797264,9.06247091293,2.55436437143
mnist,22000,3.6180639267,9.10930800438,2.51772997629
mnist,22500,3.6797208786,9.14570021629,2.48543313964
mnist,23000,3.74809503555,9.22152996063,2.46032447768
mnist,23500,3.81984210014,9.27318787575,2.42763643958
mnist,24000,3.89391899109,9.34778809547,2.40061185578
mnist,24500,3.97818994522,9.41787791252,2.36737763712
mnist,25000,4.10029506683,9.54680490494,2.32832143768
mnist,25500,4.1806268692,9.66410779953,2.31164083806
mnist,26000,4.24993491173,9.71512508392,2.28594679347
mnist,26500,4.33141994476,9.80976510048,2.26479196789
mnist,27000,4.39437794685,9.89833402634,2.25249947684
mnist,27500,4.45764708519,9.98608398438,2.24021412946
mnist,28000,4.54254412651,10.0799849033,2.21901749826
mnist,28500,4.62099099159,10.1618030071,2.19905276284
mnist,29000,4.71399688721,10.2538731098,2.17519725939
mnist,29500,4.80495095253,10.3386759758,2.15167149008
mnist,30000,4.88187003136,10.4300920963,2.13649524247
mnist,30500,4.94579601288,10.5361230373,2.1303189638
mnist,31000,5.01747989655,10.6145761013,2.11551940818
mnist,31500,5.07990598679,10.7354948521,2.11332549854
mnist,32000,5.17000579834,10.8122320175,2.09133847026
mnist,32500,5.22869491577,10.9432728291,2.09292624744
mnist,33000,5.35719203949,11.0940639973,2.07087293408
mnist,33500,5.44996619225,11.2427260876,2.06289831734
mnist,34000,5.50729799271,11.38975811,2.06812090523
mnist,34500,5.58235383034,11.5365421772,2.06660891227
mnist,35000,5.65939188004,11.7193100452,2.0707719652
mnist,35500,5.72394514084,11.8968949318,2.07844321339
mnist,36000,5.78960609436,12.1307220459,2.09525861487
mnist,36500,5.8887360096,12.3794910908,2.10223230768
mnist,37000,5.93695807457,12.7184739113,2.14225429109
mnist,37500,6.01037311554,13.0294518471,2.16782745374
mnist,38000,6.08811593056,13.4429180622,2.20805881746
mnist,38500,6.18401503563,13.8992390633,2.24760757909
mnist,39000,6.269272089,14.4075767994,2.29812593788
mnist,39500,6.34241890907,14.953649044,2.35772017875
mnist,40000,6.41166090965,15.5178570747,2.42025542108
mnist,40500,6.48804521561,16.1184577942,2.48433191486
mnist,41000,6.5995619297,16.9199001789,2.56379140906
mnist,41500,6.68307113647,17.1991539001,2.57354045003
mnist,42000,6.76909589767,17.2684271336,2.55106847275
mnist,42500,6.85666799545,17.3815569878,2.53498594351
mnist,43000,6.90756392479,17.4345881939,2.52398506677
mnist,43500,6.97776889801,17.5463180542,2.51460292117
mnist,44000,7.07227993011,17.6450719833,2.49496232583
mnist,44500,7.12462592125,17.7551040649,2.4920752698
mnist,45000,7.19448900223,17.8413767815,2.47986712829
mnist,45500,7.297052145,17.9429168701,2.45892677119
mnist,46000,7.3568379879,18.0028049946,2.44708460676
mnist,46500,7.42294788361,18.1233341694,2.44152787458
mnist,47000,7.51064491272,18.1592350006,2.41779969785
mnist,47500,7.55510187149,18.2684831619,2.41803267152
mnist,48000,7.63874197006,18.3810260296,2.4062896877
mnist,48500,7.74222111702,18.4825508595,2.38724141046
mnist,49000,7.82914614677,18.5179839134,2.36526226057
mnist,49500,7.96322393417,18.6676568985,2.34423357334
