1,5.85770628452,5.33860049248,1.09723630618
2,12.0488210917,11.3899395943,1.05784767267
3,17.7852097273,19.3211655617,0.920503976352
4,22.4192872047,18.8972462654,1.18637852785
5,32.0562139273,24.8809339762,1.28838467069
6,36.5251665831,40.227082777,0.907974530132
7,43.6252732038,36.4625730038,1.19643979045
8,45.6916136503,42.6357705832,1.0716732224
9,54.9625442028,48.912542963,1.12369017993
10,63.2572660923,58.7607092619,1.07652318849
11,62.8486768007,45.2429863691,1.38913634675
12,69.3593624353,72.5771399021,0.955664035933
13,74.0616687059,68.403950119,1.08271040747
14,82.2111483574,59.528519702,1.3810380095
15,85.5328365326,76.1801460743,1.12277070786
16,95.820299077,72.0511279821,1.32989311563
17,99.8674842119,119.821090746,0.833471666718
18,102.160123563,83.5492100716,1.22275391324
19,111.643005419,104.515859652,1.06819200254
20,113.006028676,87.0880764961,1.29760620768
